"","r0.01To1","r0.01To0.75","r0.01To0.5","r0.01To0.375","r0.01To0.25","r0.01To0.125","r0.3To0.5"
"nu7.2t0.8",0.26642302261577,0.335306121750446,0.411472327457811,0.454563770490103,0.505309879677881,0.571744444524065,0.30674262068122
"nu7.2t1",0.266429518305346,0.335315421603064,0.411478217465558,0.45457344936429,0.505318669739211,0.571749047987015,0.306737570478276
"nu7.2t1.2",0.26643421768473,0.335320471436754,0.411478976897544,0.454573277681315,0.505316541808594,0.571749567225191,0.306742859318317
"nu7.2t1.4",0.266435351183168,0.335322904201039,0.41148013280136,0.454575358439366,0.505314604445872,0.571743290739929,0.306740526158896
"nu7.2t1.6",0.266438557373187,0.335325672570752,0.411483054906987,0.454574201852974,0.505310324949943,0.571738425211542,0.306751559459568
"nu7.2t1.8",0.266443431174057,0.335329509319535,0.411481913692551,0.45457531756359,0.505311697169416,0.571739865465982,0.306744353517886
"nu7.2t2",0.266445158813562,0.335333241615062,0.411484764876802,0.454576436555006,0.505308657313803,0.571738432624003,0.306759976016104
"nu7.4t0",0.26686758014538,0.335769049924166,0.41176209421088,0.454818886922585,0.505361045442624,0.571549774555289,0.307270795888347
"nu7.4t0.2",0.266867791139792,0.335769409927748,0.411760942252179,0.454817064217255,0.505358203262702,0.571549203014135,0.307274895478948
"nu7.4t0.4",0.266865373148263,0.335768447743645,0.411759672965584,0.454816179103794,0.505362313813373,0.571556050110771,0.307270419377768
"nu7.4t0.6",0.266867625243689,0.335769663367741,0.411763067674718,0.454819012644045,0.505368663968646,0.571556734382817,0.307270275827229
"nu7.4t0.8",0.266870528620104,0.335771930522037,0.411768441245036,0.454826674028848,0.505374633138838,0.571560738934564,0.307273804112027
"nu7.4t1",0.266872428348562,0.335772496323931,0.411768150432639,0.454823893985914,0.505372054486431,0.571559782474722,0.30727341832069
"nu7.4t1.2",0.266871559545814,0.335772350728591,0.411767796171436,0.454827472669159,0.50536807380569,0.571554443974864,0.307273320590123
"nu7.4t1.4",0.26687470317047,0.335774452332594,0.411770141309049,0.454829213094508,0.505369519552267,0.571552179240527,0.307280721748561
"nu7.4t1.6",0.266881796479686,0.335783679072736,0.411778853631149,0.454837965062435,0.505379872929049,0.571554951707612,0.307286914072413
"nu7.4t1.8",0.26688242924276,0.335784340958556,0.411781176971604,0.454842011487908,0.505378150110191,0.571548614554032,0.307290987813506
"nu7.4t2",0.266883995726576,0.335786634168053,0.411779796882647,0.454840253285178,0.505378576996749,0.57154525558787,0.307287010457011
"nu7.6t0",0.267289425118691,0.336217127511053,0.412088870113875,0.455158637885744,0.505521174989332,0.571453965321602,0.307758906989812
"nu7.6t0.2",0.267291577047555,0.336220080415461,0.412086780004104,0.455157797792851,0.505515468834445,0.571448249687986,0.307760458279118
"nu7.6t0.4",0.267292735818487,0.336222825133253,0.412088413123012,0.455160440164644,0.505513203343172,0.571447679482522,0.307765948349722
"nu7.6t0.6",0.267299906839639,0.336230817788631,0.412098127264424,0.455169628941022,0.505514483049682,0.571451482797445,0.307783198930118
"nu7.6t0.8",0.267302613695174,0.336234097667248,0.412101988591464,0.455175159183801,0.5055165156829,0.571452453848813,0.307782700051221
"nu7.6t1",0.267301832462846,0.336231638532748,0.412096535526813,0.455170698782294,0.505515023933668,0.571454314865227,0.307772335532224
"nu7.6t1.2",0.267307034767716,0.336236034214539,0.412099216706618,0.455173409815536,0.505514848980434,0.571456847570334,0.307777241501329
"nu7.6t1.4",0.267312501310764,0.336241658307525,0.412099269907325,0.455169989306615,0.505510356394456,0.571455503359163,0.307782970087605
"nu7.6t1.6",0.267313142509226,0.336241892208247,0.412099857088176,0.455171207927122,0.505511114951666,0.571456068244311,0.307785428838658
"nu7.6t1.8",0.267315362843235,0.336244387647519,0.412102274961526,0.455176635112228,0.505512138546765,0.571452707007903,0.307785886296917
"nu7.6t2",0.267317016053037,0.336247183922777,0.412110499584989,0.455180903239374,0.505518865709448,0.571458549332624,0.307793734189978
"nu7.8t0",0.267738488192954,0.336694839561193,0.412473778216594,0.455576972643504,0.505697463129128,0.571420969602799,0.308274974926555
